thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,Welcome_Screen.started,Welcome_Text.started,mouse_2.started,Welcome_Screen.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,Trial_2.started,PLUS_FP.started,mouse.started,AVG.started,PLUS_FP.stopped,polygon.started,Trial_2.stopped,FixDur,Type,RT,trials_2.mouse.x,trials_2.mouse.y,trials_2.mouse.leftButton,trials_2.mouse.midButton,trials_2.mouse.rightButton,trials_2.mouse.time,Intertrial_Period.started,Photodiode_2.started,Intertrial_Period.stopped,Photodiode_2.stopped,BREAK.started,Instructions.started,key_resp_5.started,BREAK.stopped,trials_3.key_resp_5.keys,trials_3.key_resp_5.rt,trials_3.key_resp_5.duration,text.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
60,0,60,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.351919699460268],,,,3,0,3,0,60,0,60,0,1166.6899850005284,,,,,,,,,,,,1166.6743438998237,1166.6899850005284,0.00030769966542720795,1166.6899850005284,1168.6749785998836,1168.6749785998836,1169.0271602002904,2,normal,0.351919699460268,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.351919699460268],1169.02764320001,1169.041975500062,1170.6442486997694,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
61,0,61,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.301520999521017],,,,3,0,3,0,61,0,61,0,1170.660155300051,,,,,,,,,,,,1170.6445524003357,1170.660155300051,0.00030159950256347656,1170.660155300051,1172.6450600000098,1172.6450600000098,1172.9469141000882,2,normal,0.3015209995210171,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.301520999521017],1172.9474296001717,1172.9618490999565,1174.180453499779,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
62,0,62,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3345812996849418],,,,3,0,3,0,62,0,62,0,1174.1963159004226,,,,,,,,,,,,1174.180743300356,1174.1963159004226,0.0002965005114674568,1174.1963159004226,1176.18122350052,1176.18122350052,1176.5160576002672,2,normal,0.33458129968494177,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3345812996849418],1176.516417699866,1176.531475700438,1177.7165584005415,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
63,0,63,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4180920999497175],,,,3,0,3,0,63,0,63,0,1177.7325130002573,,,,,,,,,,,,1177.716841599904,1177.7325130002573,0.00029349979013204575,1177.7325130002573,1179.7174874003977,1179.7174874003977,1180.1357129998505,2,normal,0.4180920999497175,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4180920999497175],1180.1363388998434,1180.1512321997434,1181.8034111000597,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
64,0,64,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8838886003941298],,,,3,0,3,0,64,0,64,0,1181.8194380998611,,,,,,,,,,,,1181.8037229003385,1181.8194380998611,0.0003151996061205864,1181.8194380998611,1182.3029939997941,1182.3029939997941,1182.6884236000478,0.5,normal,0.38388860039412975,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8838886003941298],1182.6889503002167,1182.7033350998536,1183.988433400169,1183.203722000122,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
65,0,65,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9843867002055049],,,,3,0,3,0,65,0,65,0,1184.0048505002633,,,,,,,,,,,,1183.9887086004019,1184.0048505002633,0.00028400029987096786,1184.0048505002633,1184.4888321002945,1184.4888321002945,1184.9739815006033,0.5,normal,0.4843867002055049,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9843867002055049],1184.9745711004362,1184.98858960066,1186.573900300078,1185.4889553003013,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
66,0,66,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.8188310004770756],,,,3,0,3,0,66,0,66,0,1186.5899651004001,,,,,,,,,,,,1186.5741990003735,1186.5899651004001,0.00030849967151880264,1186.5899651004001,1188.5751729998738,1188.5751729998738,1189.3939267005771,2,normal,0.8188310004770756,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.8188310004770756],1189.3944038003683,1189.4089007005095,1190.6273264000192,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
67,0,67,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3349564000964165],,,,3,0,3,0,67,0,67,0,1190.6432705000043,,,,,,,,,,,,1190.6276267003268,1190.6432705000043,0.0003070998936891556,1190.6432705000043,1192.6282216003165,1192.6282216003165,1192.9633007002994,2,normal,0.3349564000964165,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3349564000964165],1192.9637860003859,1192.9786017006263,1194.5472606997937,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
68,0,68,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9003178998827934],,,,3,0,3,0,68,0,68,0,1194.5631673000753,,,,,,,,,,,,1194.5475425003096,1194.5631673000753,0.00028949975967407227,1194.5631673000753,1195.0468957005069,1195.0468957005069,1195.448637300171,0.5,normal,0.4003178998827934,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.9003178998827934],1195.4490748997778,1195.4640060001984,1196.9993066005409,1195.9643002003431,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
69,0,69,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3832441000267863],,,,3,0,3,0,69,0,69,0,1197.015308400616,,,,,,,,,,,,1196.9996108999476,1197.015308400616,0.00031059980392456055,1197.015308400616,1198.0828376999125,1198.0828376999125,1198.3833766998723,1.0811279705098333,surprise,0.302116129516953,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3832441000267863],1198.383634899743,1198.3994406005368,1199.6019010003656,1199.4839150998741,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
70,0,70,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.8511137999594212],,,,3,0,3,0,70,0,70,0,1199.6177221005782,,,,,,,,,,,,1199.6022246005014,1199.6177221005782,0.00033320020884275436,1199.6177221005782,1201.0852675000206,1201.0852675000206,1201.4541881000623,1.4780023325659193,surprise,0.37311146739350187,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.8511137999594212],1201.454600499943,1201.4688704004511,1202.6706741005182,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
71,0,71,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2850699992850423],,,,3,0,3,0,71,0,71,0,1202.6857011998072,,,,,,,,,,,,1202.6709615001455,1202.6857011998072,0.00030320044606924057,1202.6857011998072,1204.671712799929,1204.671712799929,1204.9569067005068,2,normal,0.2850699992850423,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.2850699992850423],1204.9573546005413,1204.971980500035,1206.424186100252,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
72,0,72,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3011363996192813],,,,3,0,3,0,72,0,72,0,1206.4398418003693,,,,,,,,,,,,1206.4245031001046,1206.4398418003693,0.0003164997324347496,1206.4398418003693,1208.4246412003413,1208.4246412003413,1208.7264435999095,2,normal,0.3011363996192813,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3011363996192813],1208.7268439000472,1208.7422513999045,1210.343701899983,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
73,0,73,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3349363999441266],,,,3,0,3,0,73,0,73,0,1210.359666400589,,,,,,,,,,,,1210.3439803998917,1210.359666400589,0.0002926001325249672,1210.359666400589,1212.3448529001325,1212.3448529001325,1212.6796877002344,2,normal,0.3349363999441266,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.3349363999441266],1212.6801308998838,1212.694969800301,1214.1640728004277,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
74,0,74,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.266574200242758],,,,3,0,3,0,74,0,74,0,1214.1793029997498,,,,,,,,,,,,1214.1643575998023,1214.1793029997498,0.0002918001264333725,1214.1793029997498,1216.164471999742,1216.164471999742,1216.4313284000382,2,normal,0.2665742002427578,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.266574200242758],1216.431500500068,1216.447833600454,1218.1169098997489,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
75,0,75,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8331702006980777],,,,3,0,3,0,75,0,75,0,1218.1327670998871,,,,,,,,,,,,1218.1171957002953,1218.1327670998871,0.0002915002405643463,1218.1327670998871,1218.6166753005236,1218.6166753005236,1218.951170200482,0.5,normal,0.3331702006980777,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8331702006980777],1218.951602300629,1218.9667998999357,1220.4516762997955,1219.4671801999211,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
76,0,76,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.41751910001039505],,,,3,0,3,0,76,0,76,0,1220.4680703999475,,,,,,,,,,,,1220.4518940998241,1220.4680703999475,0.00022449996322393417,1220.4680703999475,,,1220.8702527005225,2,normal,-1.582480899989605,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.41751910001039505],1220.8706752005965,1220.8852965999395,1222.087108200416,,,,,,,,,1220.8852965999395,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
77,0,77,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.385154800489545],,,,3,0,3,0,77,0,77,0,1222.1028093006462,,,,,,,,,,,,1222.0874439999461,1222.1028093006462,0.00032299943268299103,1222.1028093006462,1224.0878432001919,1224.0878432001919,1224.4733147006482,2,normal,0.38515480048954487,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.385154800489545],1224.473603900522,1224.4881468005478,1225.906765700318,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
78,0,78,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.335080899298191],,,,3,0,3,0,78,0,78,0,1225.9226334998384,,,,,,,,,,,,1225.9070669999346,1225.9226334998384,0.00030380021780729294,1225.9226334998384,1227.9076832998544,1227.9076832998544,1228.242926100269,2,normal,0.33508089929819107,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.335080899298191],1228.2434713002294,1228.2579514002427,1229.8768539000303,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
79,0,79,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4006270999088883],,,,3,0,3,0,79,0,79,0,1229.8926253002137,,,,,,,,,,,,1229.8772418005392,1229.8926253002137,0.0003920001909136772,1229.8926253002137,1231.8775601005182,1231.8775601005182,1232.2786849001423,2,normal,0.40062709990888834,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.4006270999088883],1232.2790859006345,1232.2945691002533,1233.7131508998573,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
80,0,80,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8005168996751308],,,,3,0,3,0,80,0,80,0,1233.729346900247,,,,,,,,,,,,1233.7134138997644,1233.729346900247,0.00026510003954172134,1233.729346900247,1234.213085300289,1234.213085300289,1234.5149133000523,0.5,normal,0.30051689967513084,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8005168996751308],1234.515362500213,1234.529923000373,1235.9816121999174,1235.030212400481,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
81,0,81,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8176038004457951],,,,3,0,3,0,81,0,81,0,1235.9975919006392,,,,,,,,,,,,1235.9818756002933,1235.9975919006392,0.0002720998600125313,1235.9975919006392,1236.4981129998341,1236.4981129998341,1236.800236900337,0.5,normal,0.31760380044579506,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8176038004457951],1236.8006578003988,1236.8151245005429,1238.4658297002316,1237.315321800299,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
82,0,82,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3524139001965523],,,,3,0,3,0,82,0,82,0,1238.482380100526,,,,,,,,,,,,1238.4659326002002,1238.482380100526,0.0001026000827550888,1238.482380100526,1239.5006602006033,1239.5006602006033,1239.8190959002823,1.030853239230213,surprise,0.3215606609663393,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.3524139001965523],1239.8195590004325,1239.834203899838,1241.1194235002622,1240.8683858001605,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
83,0,83,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.899770800024271],,,,3,0,3,0,83,0,83,0,1241.1352903004736,,,,,,,,,,,,1241.1197664998472,1241.1352903004736,0.00034719984978437424,1241.1352903004736,1241.6189874000847,1241.6189874000847,1242.0201725000516,0.5,normal,0.399770800024271,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.899770800024271],1242.0204452006146,1242.0360590005293,1243.688160800375,1242.536604899913,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
84,0,84,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.5009417003020644],,,,3,0,3,0,84,0,84,0,1243.7041619000956,,,,,,,,,,,,1243.6884638005868,1243.7041619000956,0.0002942001447081566,1243.7041619000956,1244.7548114005476,1244.7548114005476,1245.1901810998097,1.0599229653092068,surprise,0.4410187349928576,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[1.5009417003020644],1245.190588099882,1245.2052856003866,1246.557438599877,1246.2728380998597,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
85,0,85,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8172024004161358],,,,3,0,3,0,85,0,85,0,1246.5731648998335,,,,,,,,,,,,1246.5577332004905,1246.5731648998335,0.00029530003666877747,1246.5731648998335,1247.0568500002846,1247.0568500002846,1247.3757258001715,0.5,normal,0.3172024004161358,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8172024004161358],1247.3762360997498,1247.390628900379,1248.625481300056,1247.89099359978,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
86,0,86,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.800586000084877],,,,3,0,3,0,86,0,86,0,1248.6416185004637,,,,,,,,,,,,1248.625764099881,1248.6416185004637,0.00029010046273469925,1248.6416185004637,1249.1253139004111,1249.1253139004111,1249.4271387998015,0.5,normal,0.300586000084877,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.800586000084877],1249.4275817004964,1249.4424529001117,1251.0442992001772,1249.9426735006273,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
87,0,87,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8175158994272351],,,,3,0,3,0,87,0,87,0,1251.060257700272,,,,,,,,,,,,1251.0445849001408,1251.060257700272,0.00029319990426301956,1251.060257700272,1251.5439482005313,1251.5439482005313,1251.8630592003465,0.5,normal,0.3175158994272351,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8175158994272351],1251.8636046005413,1251.8775144005194,1253.4296954004094,1252.378245100379,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
88,0,88,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.816452500410378],,,,3,0,3,0,88,0,88,0,1253.4456075998023,,,,,,,,,,,,1253.4300148002803,1253.4456075998023,0.0003182999789714813,1253.4456075998023,1253.9292905004695,1253.9292905004695,1254.2473029000685,0.5,normal,0.316452500410378,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.816452500410378],1254.2477043000981,1254.2631146004423,1255.7320359004661,1254.7631544005126,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
89,0,89,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7829273995012045],,,,3,0,3,0,89,0,89,0,1255.747444299981,,,,,,,,,,,,1255.7324379002675,1255.747444299981,0.00040999986231327057,1255.747444299981,1256.2308256002143,1256.2308256002143,1256.5161164002493,0.5,normal,0.2829273995012045,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.7829273995012045],1256.5165356006473,1256.5315554998815,1258.033324699849,1257.0319424998015,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
90,0,90,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.251724800094962],,,,3,0,3,0,90,0,90,0,1258.0494558000937,,,,,,,,,,,,1258.03359630052,1258.0494558000937,0.0003070002421736717,1258.0494558000937,1260.0344087006524,1260.0344087006524,1260.2860690001398,2,normal,0.2517248000949621,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.251724800094962],1260.2864346997812,1260.3012840002775,1261.8703322000802,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
91,0,91,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.267843999899924],,,,3,0,3,0,91,0,91,0,1261.8859168002382,,,,,,,,,,,,1261.8706245003268,1261.8859168002382,0.00029620062559843063,1261.8859168002382,1263.870870700106,1263.870870700106,1264.1391535000876,2,normal,0.2678439998999238,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.267843999899924],1264.1395511999726,1264.1544443005696,1265.823414100334,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
92,0,92,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.284790400415659],,,,3,0,3,0,92,0,92,0,1265.8394172005355,,,,,,,,,,,,1265.8236797004938,1265.8394172005355,0.0002733999863266945,1265.8394172005355,1267.8239018004388,1267.8239018004388,1268.1092106997967,2,normal,0.28479040041565895,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.284790400415659],1268.1095686005428,1268.124466500245,1269.3588380003348,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
93,0,93,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8011926002800465],,,,3,0,3,0,93,0,93,0,1269.3757410002872,,,,,,,,,,,,1269.3590043997392,1269.3757410002872,0.00017009954899549484,1269.3757410002872,1269.859205099754,1269.859205099754,1270.1611288003623,0.5,normal,0.30119260028004646,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.8011926002800465],1270.161641300656,1270.1762578999624,1271.4946648003533,1270.6765948003158,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
94,0,94,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.867468100041151],,,,3,0,3,0,94,0,94,0,1271.5105095999315,,,,,,,,,,,,1271.4949441002682,1271.5105095999315,0.0002866992726922035,1271.5105095999315,1271.994276800193,1271.994276800193,1272.3635371997952,0.5,normal,0.36746810004115105,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[0.867468100041151],1272.3641464998946,1272.378106500022,1273.7467894004658,1272.8783718999475,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
95,0,95,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.284578900784254],,,,3,0,3,0,95,0,95,0,1273.762467100285,,,,,,,,,,,,1273.7471021004021,1273.762467100285,0.00031189993023872375,1273.762467100285,1275.7474119002,1275.7474119002,1276.0324047002941,2,normal,0.2845789007842541,[-0.025925925925925925],[0.32407407407407407],[1],[0],[0],[2.284578900784254],1276.0328366998583,1276.0477940998971,1277.4325617998838,,,,,,,,,,567241,001,2024-11-12_16h42.50.900,Foreperiod_task,2024.2.1post4,59.93346176876622,2024-11-12 16h42.55.329090 -0800,
